months_as_customer,age,policy_deductable,umbrella_limit,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
106,30,500,0,FEMALE,PhD,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,NO,51120,N
228,39,500,0,FEMALE,JD,sales,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,1,YES,1,0,YES,59490,N
284,48,2000,0,MALE,Masters,prof-specialty,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,16,2,?,2,3,NO,60940,Y
256,42,1000,0,FEMALE,MD,transport-moving,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,?,75500,N
165,35,500,6000000,MALE,College,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,N
278,47,500,0,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,NO,2,2,YES,58500,N
19,32,1000,0,MALE,High School,other-service,Vehicle Theft,?,Minor Damage,Police,8,1,YES,1,1,YES,7040,N
147,33,1000,6000000,MALE,High School,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,2,0,YES,53100,Y
79,26,500,0,MALE,Associate,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,19,1,NO,2,2,?,40000,N
22,25,2000,0,FEMALE,College,prof-specialty,Multi-vehicle Collision,Front Collision,Total Loss,Other,0,4,YES,1,0,NO,77130,N
317,46,1000,0,MALE,MD,sales,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610,Y
287,45,1000,0,MALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,NO,0,2,NO,53800,N
238,39,2000,0,FEMALE,JD,protective-serv,Vehicle Theft,?,Minor Damage,Police,9,1,YES,1,3,YES,5500,N
138,30,500,4000000,FEMALE,PhD,other-service,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,?,2,2,NO,83160,N
405,57,1000,4000000,MALE,MD,priv-house-serv,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,?,2,3,?,61440,N
136,32,500,0,FEMALE,JD,sales,Single Vehicle Collision,Side Collision,Major Damage,Police,6,1,YES,0,0,NO,55000,Y
151,36,2000,0,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Side Collision,Minor Damage,Police,12,3,NO,1,1,NO,62920,N
342,49,500,0,MALE,PhD,transport-moving,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3,1,?,2,0,YES,76700,N
99,32,1000,3000000,MALE,JD,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,1,1,NO,41130,N
147,37,1000,0,MALE,MD,prof-specialty,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,?,1,0,NO,81120,N
183,38,500,0,FEMALE,Masters,prof-specialty,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,51920,Y
292,44,500,0,MALE,PhD,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Other,12,1,NO,1,0,YES,61700,N
321,44,2000,6000000,MALE,Associate,machine-op-inspct,Vehicle Theft,?,Trivial Damage,Police,7,1,?,1,2,NO,4680,N
286,43,500,3000000,FEMALE,MD,prof-specialty,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,?,2,2,YES,34290,N
48,35,500,0,FEMALE,JD,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,YES,0,2,NO,48400,N
168,32,1000,0,MALE,MD,protective-serv,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,2,?,1,1,?,57720,N
269,41,2000,0,FEMALE,Associate,handlers-cleaners,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,21,1,YES,2,1,NO,85900,Y
253,41,1000,0,FEMALE,College,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,?,56610,N
313,47,1000,0,MALE,College,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,YES,1,3,NO,40260,Y
453,60,500,6000000,MALE,PhD,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,YES,0,0,?,70000,Y
229,37,2000,0,FEMALE,MD,craft-repair,Multi-vehicle Collision,Side Collision,Major Damage,Other,14,3,YES,1,1,YES,68760,N
163,37,1000,4000000,FEMALE,High School,craft-repair,Vehicle Theft,?,Minor Damage,Police,7,1,?,2,1,YES,3900,Y
210,37,500,0,FEMALE,MD,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,?,1,3,YES,63300,N
239,39,500,0,FEMALE,Masters,other-service,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,4,?,0,3,NO,76890,N
206,36,500,4000000,FEMALE,MD,other-service,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,NO,2,1,NO,76560,Y
186,38,2000,0,FEMALE,JD,protective-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,?,73800,N
84,29,1000,0,FEMALE,High School,machine-op-inspct,Parked Car,?,Trivial Damage,Police,6,1,YES,2,0,YES,6820,N
252,46,2000,0,FEMALE,JD,handlers-cleaners,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,3,NO,0,2,NO,89520,N
284,48,500,0,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,?,0,0,?,46860,N
106,31,2000,0,FEMALE,JD,farming-fishing,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,?,0,3,YES,45630,N
285,47,1000,0,FEMALE,Masters,sales,Vehicle Theft,?,Trivial Damage,Police,8,1,NO,1,1,NO,2700,N
192,38,1000,0,FEMALE,Masters,transport-moving,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3,?,0,2,NO,30700,N
155,35,1000,0,FEMALE,Associate,adm-clerical,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,29790,N
163,36,1000,0,MALE,MD,other-service,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,51390,N
89,32,2000,0,FEMALE,MD,tech-support,Parked Car,?,Trivial Damage,Police,5,1,YES,1,2,?,100,N
100,33,500,6000000,MALE,College,adm-clerical,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,2,NO,40800,N
168,39,1000,0,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,YES,1,3,NO,41580,Y
98,26,2000,0,MALE,JD,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,2,?,0,1,YES,65430,N
176,36,500,5000000,MALE,College,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,?,2,1,YES,47300,N
296,46,1000,7000000,MALE,Masters,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,18,1,?,0,2,NO,54900,N
32,38,2000,5000000,MALE,Associate,armed-forces,Parked Car,?,Trivial Damage,Police,22,1,YES,0,0,NO,2640,N
285,42,500,0,MALE,Associate,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,?,52700,N
157,32,2000,0,MALE,College,other-service,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,?,1,2,NO,50800,Y
10,19,1000,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,?,0,2,?,48950,Y
210,35,500,0,FEMALE,College,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,?,24570,Y
194,39,500,0,MALE,Masters,adm-clerical,Multi-vehicle Collision,Front Collision,Major Damage,Other,3,3,?,2,2,NO,61500,N
143,30,500,5000000,FEMALE,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,N
319,47,500,0,MALE,College,transport-moving,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,NO,0,2,?,59730,N
125,35,500,7000000,MALE,JD,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,2,3,NO,88660,Y
33,33,1000,6000000,FEMALE,Associate,handlers-cleaners,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,?,2,1,?,81400,N
276,47,1000,0,MALE,PhD,craft-repair,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,?,65780,N
284,43,500,0,MALE,PhD,prof-specialty,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,N
297,48,1000,3000000,MALE,PhD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,?,0,0,NO,51480,N
108,29,1000,0,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,2,2,YES,61380,N
123,28,2000,0,MALE,Masters,transport-moving,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,?,2,1,YES,79800,Y
271,42,500,0,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,2,?,2,3,?,68310,Y
257,44,1000,0,MALE,MD,other-service,Single Vehicle Collision,Rear Collision,Total Loss,Other,21,1,NO,0,1,NO,46980,N
222,41,2000,0,FEMALE,MD,armed-forces,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,0,2,NO,61290,Y
255,43,500,0,FEMALE,JD,transport-moving,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,?,2,2,?,74700,Y
82,27,1000,0,MALE,PhD,adm-clerical,Single Vehicle Collision,Rear Collision,Major Damage,Other,14,1,NO,2,3,?,71680,Y
142,29,2000,0,FEMALE,MD,craft-repair,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,1,2,NO,54360,Y
97,28,1000,0,MALE,JD,farming-fishing,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,?,1,0,?,45270,N
169,39,2000,0,MALE,High School,armed-forces,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,YES,0,3,NO,46200,N
186,38,2000,0,FEMALE,Masters,transport-moving,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,YES,2,2,?,68760,Y
108,32,2000,4000000,FEMALE,High School,machine-op-inspct,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,NO,1,3,NO,61270,N
396,57,1000,0,MALE,High School,protective-serv,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,YES,2,1,NO,52560,N
123,31,500,0,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,?,1,2,NO,72120,N
55,35,500,8000000,MALE,MD,priv-house-serv,Vehicle Theft,?,Minor Damage,Police,9,1,NO,0,3,NO,3080,N
140,30,500,0,FEMALE,College,adm-clerical,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,?,0,0,?,60170,N
231,43,2000,0,MALE,College,protective-serv,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,77100,N
275,45,2000,0,FEMALE,Associate,adm-clerical,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,?,64320,N
143,31,500,0,MALE,Associate,protective-serv,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,?,76120,N
66,30,500,0,FEMALE,College,adm-clerical,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,?,0,2,YES,65560,Y
269,45,500,0,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,?,0,0,NO,24200,N
8,31,500,4000000,FEMALE,MD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,?,0,2,YES,48100,N
392,50,2000,0,FEMALE,PhD,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,N
204,40,2000,0,MALE,JD,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,N
255,45,500,0,MALE,High School,sales,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,2,0,YES,67320,N
350,54,500,0,MALE,College,other-service,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,0,0,?,93480,N
413,55,2000,0,MALE,MD,priv-house-serv,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,?,2,2,?,98160,Y
356,54,500,0,MALE,College,prof-specialty,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,2,1,?,68750,Y
153,34,500,0,MALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,?,1,0,NO,77770,N
104,32,500,0,MALE,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Police,23,3,YES,1,3,YES,63570,Y
85,31,2000,9000000,FEMALE,MD,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,2,1,?,74400,Y
140,31,500,6000000,MALE,High School,machine-op-inspct,Single Vehicle Collision,Side Collision,Total Loss,Police,9,1,NO,0,2,YES,77880,N
104,30,500,0,FEMALE,MD,protective-serv,Vehicle Theft,?,Minor Damage,Police,8,1,NO,0,0,YES,4800,N
290,47,1000,0,MALE,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160,N
360,51,1000,0,MALE,Masters,handlers-cleaners,Vehicle Theft,?,Minor Damage,Police,5,1,YES,2,2,?,4620,Y
380,56,1000,0,MALE,MD,farming-fishing,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,?,0,1,YES,58160,Y
5,21,500,5000000,FEMALE,High School,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,40500,N
79,25,500,0,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,NO,2,1,?,67800,N
148,36,1000,5000000,FEMALE,MD,adm-clerical,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,NO,2,0,NO,61050,N
230,44,2000,0,FEMALE,College,prof-specialty,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,N
80,27,500,0,MALE,JD,farming-fishing,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,?,40810,Y
404,56,1000,4000000,FEMALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,53100,Y
156,38,500,0,MALE,High School,armed-forces,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,?,0,3,?,55200,Y
20,23,1000,0,FEMALE,JD,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,21,3,NO,2,2,NO,63250,Y
218,43,500,0,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,?,1,3,YES,68200,Y
303,50,2000,5000000,MALE,Masters,sales,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,YES,1,2,NO,72840,N
50,44,2000,0,MALE,College,handlers-cleaners,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,3,?,1,2,NO,61100,N
269,44,500,4000000,FEMALE,JD,other-service,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,15,3,?,0,1,?,98670,Y
206,39,1000,6000000,MALE,JD,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,12,3,NO,2,3,YES,36300,N
389,53,2000,0,MALE,Masters,armed-forces,Vehicle Theft,?,Minor Damage,Police,6,1,NO,1,2,NO,6300,Y
156,37,1000,6000000,MALE,Associate,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,?,1,1,YES,77440,N
239,39,2000,0,FEMALE,JD,protective-serv,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890,Y
81,28,1000,6000000,FEMALE,Masters,sales,Multi-vehicle Collision,Front Collision,Major Damage,Fire,0,3,?,1,2,?,44730,Y
93,32,2000,0,MALE,PhD,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,16,1,?,1,1,?,78120,N
135,30,2000,0,FEMALE,MD,farming-fishing,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670,N
101,29,500,0,MALE,PhD,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,?,2,1,?,67210,N
78,27,500,0,MALE,JD,other-service,Parked Car,?,Trivial Damage,Police,4,1,NO,0,3,NO,6050,N
153,37,500,0,MALE,High School,transport-moving,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,?,0,3,NO,42500,N
156,32,500,0,MALE,Masters,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,Y
325,47,1000,0,FEMALE,Associate,protective-serv,Single Vehicle Collision,Side Collision,Major Damage,Fire,11,1,YES,0,3,NO,72930,Y
63,24,2000,0,FEMALE,High School,handlers-cleaners,Vehicle Theft,?,Minor Damage,Police,7,1,NO,2,0,NO,6120,N
360,51,1000,0,MALE,PhD,armed-forces,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,N
249,43,2000,0,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,YES,2,1,YES,57100,N
266,44,500,0,MALE,High School,handlers-cleaners,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,?,1,2,YES,32800,N
258,46,1000,10000000,MALE,MD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Other,14,3,NO,0,1,?,47700,Y
189,36,2000,0,FEMALE,MD,priv-house-serv,Multi-vehicle Collision,Side Collision,Major Damage,Police,17,3,?,1,3,YES,79560,N
155,34,500,0,MALE,Masters,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,1,1,NO,1,1,YES,77040,N
84,32,500,7000000,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,YES,0,2,?,57240,Y
111,29,500,2000000,FEMALE,PhD,farming-fishing,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,?,1,1,YES,52800,Y
26,42,1000,0,MALE,PhD,armed-forces,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,NO,2,3,?,63030,N
126,28,500,0,FEMALE,JD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,NO,0,1,?,67800,N
111,27,500,5000000,MALE,MD,sales,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,NO,1,2,NO,80850,Y
266,42,500,4000000,MALE,Associate,adm-clerical,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,?,1,1,NO,53280,Y
94,26,500,0,MALE,MD,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,3,YES,1,2,YES,36700,N
59,40,2000,0,MALE,College,protective-serv,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,?,0,2,NO,51570,N
217,41,2000,0,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,?,1,2,?,37840,N
440,61,500,0,MALE,PhD,transport-moving,Single Vehicle Collision,Side Collision,Major Damage,Fire,21,1,?,2,3,NO,53640,Y
124,29,500,0,MALE,Masters,handlers-cleaners,Multi-vehicle Collision,Side Collision,Major Damage,Police,14,3,?,0,3,YES,72000,N
398,55,2000,0,MALE,MD,farming-fishing,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,?,1,3,YES,36740,Y
274,45,1000,0,FEMALE,JD,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,0,0,NO,58500,Y
61,23,2000,4000000,FEMALE,Associate,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,NO,0,3,?,98340,Y
137,35,500,0,FEMALE,High School,protective-serv,Vehicle Theft,?,Minor Damage,Police,21,1,NO,0,0,YES,3300,N
39,31,2000,0,FEMALE,High School,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,14,3,?,1,0,NO,52700,Y
446,57,2000,0,MALE,College,adm-clerical,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,0,0,NO,62800,N
245,40,1000,0,MALE,PhD,handlers-cleaners,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,YES,0,2,YES,82170,N
355,47,2000,4000000,MALE,College,other-service,Multi-vehicle Collision,Front Collision,Major Damage,Fire,19,3,NO,2,1,NO,62800,Y
334,46,1000,6000000,MALE,MD,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,N
256,43,500,0,FEMALE,MD,prof-specialty,Single Vehicle Collision,Rear Collision,Total Loss,Fire,11,1,NO,0,0,?,63250,N
290,45,500,0,FEMALE,JD,sales,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,2,2,NO,64800,Y
467,58,2000,0,MALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Total Loss,Fire,2,1,YES,2,3,NO,55700,N
241,43,1000,0,MALE,Associate,prof-specialty,Vehicle Theft,?,Trivial Damage,Police,21,1,NO,1,0,YES,7150,N
211,38,1000,0,FEMALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,?,0,3,YES,91520,Y
239,41,1000,7000000,FEMALE,JD,farming-fishing,Parked Car,?,Trivial Damage,Police,22,1,?,0,2,YES,10790,N
15,34,2000,0,FEMALE,High School,sales,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,?,75570,Y
80,27,1000,0,FEMALE,College,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Police,13,1,YES,1,0,YES,52800,N
2,28,1000,0,FEMALE,JD,machine-op-inspct,Single Vehicle Collision,Side Collision,Minor Damage,Fire,19,1,YES,0,2,YES,58140,N
160,37,500,0,FEMALE,MD,craft-repair,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,NO,72930,N
172,35,2000,0,MALE,MD,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,?,2,0,NO,79750,N
279,43,2000,0,MALE,Associate,machine-op-inspct,Single Vehicle Collision,Side Collision,Major Damage,Police,13,1,YES,0,1,NO,57690,Y
479,60,1000,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Other,9,2,?,0,3,?,53900,N
182,38,2000,0,FEMALE,Masters,armed-forces,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,?,2,3,YES,89650,N
254,40,500,5000000,MALE,College,armed-forces,Single Vehicle Collision,Front Collision,Minor Damage,Other,23,1,?,2,2,?,53460,N
257,43,2000,0,MALE,High School,prof-specialty,Parked Car,?,Minor Damage,Police,4,1,YES,1,3,YES,9020,N
247,39,500,0,FEMALE,Masters,protective-serv,Vehicle Theft,?,Trivial Damage,Police,5,1,YES,1,2,?,7700,N
245,41,2000,0,MALE,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,4,1,YES,0,1,YES,73500,N
70,29,1000,0,FEMALE,MD,armed-forces,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,?,69360,N
179,32,2000,0,FEMALE,PhD,priv-house-serv,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,?,0,1,?,53100,N
101,32,500,0,MALE,JD,sales,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,?,0,3,YES,43600,N
160,38,500,0,MALE,High School,sales,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,66780,N
209,36,2000,0,FEMALE,MD,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,?,1,3,?,65440,N
431,54,1000,0,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,13,3,NO,2,3,?,63240,N
254,41,2000,0,FEMALE,Masters,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,2,2,YES,100210,N
